"","Cell","Batch","Group","ExpLibSize"
"Cell3244","Cell3244","Batch1","Group7",49668.5153243066
"Cell3245","Cell3245","Batch1","Group2",70525.1515598558
"Cell3246","Cell3246","Batch1","Group4",87686.1050305677
"Cell3247","Cell3247","Batch1","Group6",50744.5499122887
"Cell3248","Cell3248","Batch1","Group4",61063.6001123109
"Cell3249","Cell3249","Batch1","Group7",62875.0413476646
"Cell3250","Cell3250","Batch1","Group6",68301.791752068
"Cell3251","Cell3251","Batch1","Group9",67729.4692168357
"Cell3252","Cell3252","Batch1","Group2",65179.9287182017
"Cell3253","Cell3253","Batch1","Group5",45000.7873587506
"Cell3254","Cell3254","Batch1","Group10",64389.8983603725
"Cell3255","Cell3255","Batch1","Group7",47432.4608886335
"Cell3256","Cell3256","Batch1","Group5",55534.7759018963
"Cell3257","Cell3257","Batch1","Group6",52136.7531107043
"Cell3258","Cell3258","Batch1","Group2",51979.8918779662
"Cell3259","Cell3259","Batch1","Group7",53253.0793463692
"Cell3260","Cell3260","Batch1","Group6",78619.2063296703
"Cell3261","Cell3261","Batch1","Group3",55637.0855933164
"Cell3262","Cell3262","Batch1","Group6",55285.6181854085
"Cell3263","Cell3263","Batch1","Group2",72351.8041291588
"Cell3264","Cell3264","Batch1","Group2",53671.1793139917
"Cell3265","Cell3265","Batch1","Group4",53117.9674176083
"Cell3266","Cell3266","Batch1","Group1",48397.3743660625
"Cell3267","Cell3267","Batch1","Group2",64695.5155369207
"Cell3268","Cell3268","Batch1","Group3",63056.0002614564
"Cell3269","Cell3269","Batch1","Group1",57677.7794581052
"Cell3270","Cell3270","Batch1","Group2",60158.1820581988
"Cell3271","Cell3271","Batch1","Group1",46675.0820426437
"Cell3272","Cell3272","Batch1","Group8",74702.9060847061
"Cell3273","Cell3273","Batch1","Group2",46002.6889260462
"Cell3274","Cell3274","Batch1","Group10",78421.0249160684
"Cell3275","Cell3275","Batch1","Group7",55102.6704615618
"Cell3276","Cell3276","Batch1","Group6",57537.8690161094
"Cell3277","Cell3277","Batch1","Group10",96123.8423648704
"Cell3278","Cell3278","Batch1","Group7",60317.2684589185
"Cell3279","Cell3279","Batch1","Group2",51396.6926137181
"Cell3280","Cell3280","Batch1","Group3",69233.4196766854
"Cell3281","Cell3281","Batch1","Group6",75190.2371853963
"Cell3282","Cell3282","Batch1","Group10",59938.6564228756
"Cell3283","Cell3283","Batch1","Group5",44024.8873236432
"Cell3284","Cell3284","Batch1","Group8",49708.391229887
"Cell3285","Cell3285","Batch1","Group8",61341.1578199984
"Cell3286","Cell3286","Batch1","Group7",72224.4055015231
"Cell3287","Cell3287","Batch1","Group7",77779.5234903894
"Cell3288","Cell3288","Batch1","Group9",75741.1974610485
"Cell3289","Cell3289","Batch1","Group8",67045.1050852857
"Cell3290","Cell3290","Batch1","Group8",71398.9760913239
"Cell3291","Cell3291","Batch1","Group1",54431.6271448655
"Cell3292","Cell3292","Batch1","Group4",58765.2522724083
"Cell3293","Cell3293","Batch1","Group10",65889.654241425
"Cell3294","Cell3294","Batch1","Group8",59009.7348405752
"Cell3295","Cell3295","Batch1","Group5",65829.3460129408
"Cell3296","Cell3296","Batch1","Group3",53331.8059298889
"Cell3297","Cell3297","Batch1","Group9",63935.6669150437
"Cell3298","Cell3298","Batch1","Group1",51694.4593526876
"Cell3299","Cell3299","Batch1","Group10",66973.8115691533
"Cell3300","Cell3300","Batch1","Group8",70558.7957660927
"Cell3301","Cell3301","Batch1","Group10",60027.5664477787
"Cell3302","Cell3302","Batch1","Group6",52638.7545486482
"Cell3303","Cell3303","Batch1","Group6",41198.8484219497
"Cell3304","Cell3304","Batch1","Group5",50640.9456266193
"Cell3305","Cell3305","Batch1","Group2",63771.5020853076
"Cell3306","Cell3306","Batch1","Group6",48802.7946736236
"Cell3307","Cell3307","Batch1","Group1",58535.3012291557
"Cell3308","Cell3308","Batch1","Group3",42972.2532831596
"Cell3309","Cell3309","Batch1","Group9",62892.4529429323
"Cell3310","Cell3310","Batch1","Group7",65126.7682675288
"Cell3311","Cell3311","Batch1","Group1",70004.8814250821
"Cell3312","Cell3312","Batch1","Group9",64803.565211845
"Cell3313","Cell3313","Batch1","Group1",67081.1817352918
"Cell3314","Cell3314","Batch1","Group5",34113.8140479313
"Cell3315","Cell3315","Batch1","Group8",70241.0188129895
"Cell3316","Cell3316","Batch1","Group4",55844.5536006048
"Cell3317","Cell3317","Batch1","Group10",67438.4556288403
"Cell3318","Cell3318","Batch1","Group2",60366.1064188532
"Cell3319","Cell3319","Batch1","Group9",80401.4026441543
"Cell3320","Cell3320","Batch1","Group9",73902.6275700573
"Cell3321","Cell3321","Batch1","Group9",50971.9207336646
"Cell3322","Cell3322","Batch1","Group8",49940.9278405141
"Cell3323","Cell3323","Batch1","Group10",68523.1962403568
"Cell3324","Cell3324","Batch1","Group6",58529.9932098994
"Cell3325","Cell3325","Batch1","Group1",40822.9768618434
"Cell3326","Cell3326","Batch1","Group4",48821.9286070948
"Cell3327","Cell3327","Batch1","Group3",42672.4352444127
"Cell3328","Cell3328","Batch1","Group8",67354.2971074592
"Cell3329","Cell3329","Batch1","Group2",48996.436698511
"Cell3330","Cell3330","Batch1","Group2",74488.305290967
"Cell3331","Cell3331","Batch1","Group5",45421.0485999967
"Cell3332","Cell3332","Batch1","Group2",50139.1841234095
"Cell3333","Cell3333","Batch1","Group9",46831.0671233674
"Cell3334","Cell3334","Batch1","Group2",76727.6577587893
"Cell3335","Cell3335","Batch1","Group5",58776.2281912395
"Cell3336","Cell3336","Batch1","Group5",62292.1827108843
"Cell3337","Cell3337","Batch1","Group5",52513.2267698473
"Cell3338","Cell3338","Batch1","Group9",49416.0331349161
"Cell3339","Cell3339","Batch1","Group8",51981.590078887
"Cell3340","Cell3340","Batch1","Group9",65265.6676859095
"Cell3341","Cell3341","Batch1","Group4",55071.3893823464
"Cell3342","Cell3342","Batch1","Group4",66383.5605251749
"Cell3343","Cell3343","Batch1","Group5",37816.4153763335
"Cell3344","Cell3344","Batch1","Group1",71107.5512876454
"Cell3345","Cell3345","Batch1","Group6",52739.5928299258
"Cell3346","Cell3346","Batch1","Group3",55088.6333345577
"Cell3347","Cell3347","Batch1","Group3",48027.235909588
"Cell3348","Cell3348","Batch1","Group2",65524.9337175988
"Cell3349","Cell3349","Batch1","Group1",70016.8360245861
"Cell3350","Cell3350","Batch1","Group4",58893.1653861521
"Cell3351","Cell3351","Batch1","Group2",47637.3116515635
"Cell3352","Cell3352","Batch1","Group7",64081.1960480473
"Cell3353","Cell3353","Batch1","Group10",51617.602039968
"Cell3354","Cell3354","Batch1","Group2",41160.5616075448
"Cell3355","Cell3355","Batch1","Group2",61915.8248090777
"Cell3356","Cell3356","Batch1","Group10",60414.1072102536
"Cell3357","Cell3357","Batch1","Group2",62910.8477436508
"Cell3358","Cell3358","Batch1","Group10",60846.1469160648
"Cell3359","Cell3359","Batch1","Group10",59683.0586382131
"Cell3360","Cell3360","Batch1","Group10",49691.5814009159
"Cell3361","Cell3361","Batch1","Group7",50009.0954795352
"Cell3362","Cell3362","Batch1","Group6",75330.9375776231
"Cell3363","Cell3363","Batch1","Group9",70878.6463229752
"Cell3364","Cell3364","Batch1","Group10",60479.1345307432
"Cell3365","Cell3365","Batch1","Group9",98487.1187554026
"Cell3366","Cell3366","Batch1","Group8",67291.3570480988
"Cell3367","Cell3367","Batch1","Group8",63777.7799240009
"Cell3368","Cell3368","Batch1","Group10",102244.180731837
"Cell3369","Cell3369","Batch1","Group5",58904.378096366
"Cell3370","Cell3370","Batch1","Group7",58274.0027464596
"Cell3371","Cell3371","Batch1","Group8",49462.8282608178
"Cell3372","Cell3372","Batch1","Group8",53801.3415568521
"Cell3373","Cell3373","Batch1","Group2",76126.6385290109
"Cell3374","Cell3374","Batch1","Group2",47005.4690410574
"Cell3375","Cell3375","Batch1","Group2",48186.1801374636
"Cell3376","Cell3376","Batch1","Group4",68606.6607912831
"Cell3377","Cell3377","Batch1","Group3",74075.4390479122
"Cell3378","Cell3378","Batch1","Group10",56352.0245158896
"Cell3379","Cell3379","Batch1","Group7",76109.394352067
"Cell3380","Cell3380","Batch1","Group7",73137.6658657946
"Cell3381","Cell3381","Batch1","Group7",67913.961523091
"Cell3382","Cell3382","Batch1","Group3",70484.2309848627
"Cell3383","Cell3383","Batch1","Group7",48995.3400124654
"Cell3384","Cell3384","Batch1","Group3",70986.2488973792
"Cell3385","Cell3385","Batch1","Group5",41977.1328838733
"Cell3386","Cell3386","Batch1","Group4",58900.5190972683
"Cell3387","Cell3387","Batch1","Group10",63457.0783753622
"Cell3388","Cell3388","Batch1","Group1",45757.6448131988
"Cell3389","Cell3389","Batch1","Group6",59052.2576281519
"Cell3390","Cell3390","Batch1","Group6",50870.1700483111
"Cell3391","Cell3391","Batch1","Group4",57642.5382068843
"Cell3392","Cell3392","Batch1","Group4",69920.8512700836
"Cell3393","Cell3393","Batch1","Group9",61698.5318557292
"Cell3394","Cell3394","Batch1","Group2",65773.4330282834
"Cell3395","Cell3395","Batch1","Group2",54175.7543161173
"Cell3396","Cell3396","Batch1","Group2",55654.1984931377
"Cell3397","Cell3397","Batch1","Group7",63082.2816314622
"Cell3398","Cell3398","Batch1","Group10",64829.4293566363
"Cell3399","Cell3399","Batch1","Group7",66820.5418088417
"Cell3400","Cell3400","Batch1","Group3",81168.7408553412
"Cell3401","Cell3401","Batch1","Group9",71931.8572416828
"Cell3402","Cell3402","Batch1","Group1",81249.9133502187
"Cell3403","Cell3403","Batch1","Group2",79548.5138475287
"Cell3404","Cell3404","Batch1","Group5",60368.0553873716
"Cell3405","Cell3405","Batch1","Group8",77265.0242440771
"Cell3406","Cell3406","Batch1","Group2",52643.075483356
"Cell3407","Cell3407","Batch1","Group9",59908.7977643628
"Cell3408","Cell3408","Batch1","Group1",61891.8740594185
"Cell3409","Cell3409","Batch1","Group4",82494.4461124857
"Cell3410","Cell3410","Batch1","Group3",45006.6391387886
"Cell3411","Cell3411","Batch1","Group1",63780.1293958031
"Cell3412","Cell3412","Batch1","Group5",45145.2334681538
"Cell3413","Cell3413","Batch1","Group7",54897.3299541856
"Cell3414","Cell3414","Batch1","Group7",53665.4631040319
"Cell3415","Cell3415","Batch1","Group1",68297.8286510851
"Cell3416","Cell3416","Batch1","Group6",104111.043706378
"Cell3417","Cell3417","Batch1","Group5",66021.0040047722
"Cell3418","Cell3418","Batch1","Group2",70268.16165666
"Cell3419","Cell3419","Batch1","Group8",65461.3892202216
"Cell3420","Cell3420","Batch1","Group2",73817.9979812354
"Cell3421","Cell3421","Batch1","Group4",81874.3132755956
"Cell3422","Cell3422","Batch1","Group1",62105.7099810957
"Cell3423","Cell3423","Batch1","Group1",58753.7236196082
"Cell3424","Cell3424","Batch1","Group4",55205.1931827664
"Cell3425","Cell3425","Batch1","Group6",56120.9738159447
"Cell3426","Cell3426","Batch1","Group9",47714.7760880366
"Cell3427","Cell3427","Batch1","Group10",62580.3806596915
"Cell3428","Cell3428","Batch1","Group1",51902.9947738434
"Cell3429","Cell3429","Batch1","Group8",72054.1131191452
"Cell3430","Cell3430","Batch1","Group4",69764.4341827974
"Cell3431","Cell3431","Batch1","Group7",48597.0790391131
"Cell3432","Cell3432","Batch1","Group4",48240.3306656684
"Cell3433","Cell3433","Batch1","Group1",50561.6140204379
"Cell3434","Cell3434","Batch1","Group2",66159.8020651303
"Cell3435","Cell3435","Batch1","Group8",47572.6869059717
"Cell3436","Cell3436","Batch1","Group1",72611.6283692312
"Cell3437","Cell3437","Batch1","Group3",59943.009901582
"Cell3438","Cell3438","Batch1","Group4",67842.981785156
"Cell3439","Cell3439","Batch1","Group3",79573.0154689357
"Cell3440","Cell3440","Batch1","Group5",86781.6830244953
"Cell3441","Cell3441","Batch1","Group5",71043.0134040155
"Cell3442","Cell3442","Batch1","Group2",68299.2818711891
"Cell3443","Cell3443","Batch1","Group1",56681.9776139124
"Cell3444","Cell3444","Batch1","Group9",67376.7099731054
"Cell3445","Cell3445","Batch1","Group2",85267.5630167045
"Cell3446","Cell3446","Batch1","Group1",62600.3785513082
"Cell3447","Cell3447","Batch1","Group6",65478.5287309256
"Cell3448","Cell3448","Batch1","Group7",65572.1587698756
"Cell3449","Cell3449","Batch1","Group1",63680.6643360651
"Cell3450","Cell3450","Batch1","Group5",67173.8501653504
"Cell3451","Cell3451","Batch1","Group8",71566.1829955504
"Cell3452","Cell3452","Batch1","Group2",64195.3527588326
"Cell3453","Cell3453","Batch1","Group10",59007.4619931584
"Cell3454","Cell3454","Batch1","Group1",37660.7153439831
"Cell3455","Cell3455","Batch1","Group1",65016.6103649569
"Cell3456","Cell3456","Batch1","Group9",60042.7057877197
"Cell3457","Cell3457","Batch1","Group10",49931.1151093644
"Cell3458","Cell3458","Batch1","Group6",65996.8843622198
"Cell3459","Cell3459","Batch1","Group9",47548.716619862
"Cell3460","Cell3460","Batch1","Group10",58657.2776833817
"Cell3461","Cell3461","Batch1","Group2",53137.9431798677
"Cell3462","Cell3462","Batch1","Group1",74429.8273973658
"Cell3463","Cell3463","Batch1","Group2",71298.1174783451
"Cell3464","Cell3464","Batch1","Group5",95631.7985806862
"Cell3465","Cell3465","Batch1","Group3",91606.4837030211
"Cell3466","Cell3466","Batch1","Group3",77857.1650708909
"Cell3467","Cell3467","Batch1","Group7",92079.4339533721
"Cell3468","Cell3468","Batch1","Group10",80828.9868933091
"Cell3469","Cell3469","Batch1","Group6",48136.0000053465
"Cell3470","Cell3470","Batch1","Group9",78537.6805254062
"Cell3471","Cell3471","Batch1","Group10",55504.0029307207
"Cell3472","Cell3472","Batch1","Group5",63966.8341344109
"Cell3473","Cell3473","Batch1","Group7",52384.7030523567
"Cell3474","Cell3474","Batch1","Group1",51130.3889128859
"Cell3475","Cell3475","Batch1","Group4",56092.2586783408
"Cell3476","Cell3476","Batch1","Group2",73074.9394813162
"Cell3477","Cell3477","Batch1","Group5",52734.8209043158
"Cell3478","Cell3478","Batch1","Group6",49330.7258604031
"Cell3479","Cell3479","Batch1","Group2",78075.9589582046
"Cell3480","Cell3480","Batch1","Group10",55806.9064567545
"Cell3481","Cell3481","Batch1","Group1",56647.9171474169
"Cell3482","Cell3482","Batch1","Group1",45747.7089980822
"Cell3483","Cell3483","Batch1","Group2",62840.7690485792
"Cell3484","Cell3484","Batch1","Group10",34798.0127610153
"Cell3485","Cell3485","Batch1","Group10",61692.7779941445
"Cell3486","Cell3486","Batch1","Group7",71719.1003944695
"Cell3487","Cell3487","Batch1","Group10",62174.522473768
"Cell3488","Cell3488","Batch1","Group9",59402.3332447162
"Cell3489","Cell3489","Batch1","Group1",73014.1623876972
"Cell3490","Cell3490","Batch1","Group9",74353.8081786287
"Cell3491","Cell3491","Batch1","Group7",68445.6546687145
"Cell3492","Cell3492","Batch1","Group6",56783.8770606664
"Cell3493","Cell3493","Batch1","Group4",47584.8055649595
"Cell3494","Cell3494","Batch1","Group3",70662.372544794
"Cell3495","Cell3495","Batch1","Group10",53012.019694922
"Cell3496","Cell3496","Batch1","Group10",84748.8721494644
"Cell3497","Cell3497","Batch1","Group7",39128.6609002973
"Cell3498","Cell3498","Batch1","Group5",74584.8344053888
"Cell3499","Cell3499","Batch1","Group4",48252.4671483849
"Cell3500","Cell3500","Batch1","Group5",60426.0008567398
"Cell3501","Cell3501","Batch1","Group7",55038.7312780141
"Cell3502","Cell3502","Batch1","Group7",46430.180732556
"Cell3503","Cell3503","Batch1","Group9",70817.5537993359
"Cell3504","Cell3504","Batch1","Group7",66702.8249624409
"Cell3505","Cell3505","Batch1","Group7",86993.4185062831
"Cell3506","Cell3506","Batch1","Group2",65440.9578295161
"Cell3507","Cell3507","Batch1","Group9",63980.2981190296
"Cell3508","Cell3508","Batch1","Group5",40843.3795121967
"Cell3509","Cell3509","Batch1","Group6",78589.9183118065
"Cell3510","Cell3510","Batch1","Group9",69323.5422390387
"Cell3511","Cell3511","Batch1","Group9",78921.336378467
"Cell3512","Cell3512","Batch1","Group10",61588.7915249157
"Cell3513","Cell3513","Batch1","Group5",76496.8314568214
"Cell3514","Cell3514","Batch1","Group3",79914.3632879523
"Cell3515","Cell3515","Batch1","Group3",77005.0667812885
"Cell3516","Cell3516","Batch1","Group4",71927.6552171406
"Cell3517","Cell3517","Batch1","Group4",76012.6940351135
"Cell3518","Cell3518","Batch1","Group2",54505.9137436268
"Cell3519","Cell3519","Batch1","Group1",50959.1274658398
"Cell3520","Cell3520","Batch1","Group10",49598.3188155285
"Cell3521","Cell3521","Batch1","Group5",61614.3312812043
"Cell3522","Cell3522","Batch1","Group7",44965.5565861677
"Cell3523","Cell3523","Batch1","Group5",50880.520752205
"Cell3524","Cell3524","Batch1","Group9",58687.5426990225
"Cell3525","Cell3525","Batch1","Group9",60848.9923135109
"Cell3526","Cell3526","Batch1","Group4",58932.2505643212
"Cell3527","Cell3527","Batch1","Group5",52160.7014899814
"Cell3528","Cell3528","Batch1","Group7",48104.7846816718
"Cell3529","Cell3529","Batch1","Group1",74676.350839948
"Cell3530","Cell3530","Batch1","Group10",47406.5858590116
"Cell3531","Cell3531","Batch1","Group9",65567.3051576315
"Cell3532","Cell3532","Batch1","Group6",65795.2905082453
"Cell3533","Cell3533","Batch1","Group1",58773.6277422559
"Cell3534","Cell3534","Batch1","Group10",54519.277927336
"Cell3535","Cell3535","Batch1","Group9",66913.4380817517
"Cell3536","Cell3536","Batch1","Group9",60424.7140651642
"Cell3537","Cell3537","Batch1","Group2",52995.3050326202
"Cell3538","Cell3538","Batch1","Group2",59007.0109349977
"Cell3539","Cell3539","Batch1","Group10",52906.3934690623
"Cell3540","Cell3540","Batch1","Group8",56235.3780762979
"Cell3541","Cell3541","Batch1","Group9",75786.2559845834
"Cell3542","Cell3542","Batch1","Group2",58109.3575827415
"Cell3543","Cell3543","Batch1","Group3",50116.8272028008
"Cell3544","Cell3544","Batch1","Group5",63805.9904907166
"Cell3545","Cell3545","Batch1","Group9",69036.0897753644
"Cell3546","Cell3546","Batch1","Group4",65320.6245896628
"Cell3547","Cell3547","Batch1","Group10",54595.5748913283
"Cell3548","Cell3548","Batch1","Group10",54895.0698859334
"Cell3549","Cell3549","Batch1","Group3",55228.7356603224
"Cell3550","Cell3550","Batch1","Group8",58971.2282063346
"Cell3551","Cell3551","Batch1","Group2",54695.3625315758
"Cell3552","Cell3552","Batch1","Group4",53346.0908287787
"Cell3553","Cell3553","Batch1","Group9",77114.9894713193
"Cell3554","Cell3554","Batch1","Group6",77937.1357736755
"Cell3555","Cell3555","Batch1","Group4",67590.7697935433
"Cell3556","Cell3556","Batch1","Group7",55691.1624824864
"Cell3557","Cell3557","Batch1","Group9",88309.2579157672
"Cell3558","Cell3558","Batch1","Group3",82832.5933097502
"Cell3559","Cell3559","Batch1","Group10",67938.6299728089
"Cell3560","Cell3560","Batch1","Group4",72774.4431288601
"Cell3561","Cell3561","Batch1","Group10",70607.6467719411
"Cell3562","Cell3562","Batch1","Group3",63635.4344197236
"Cell3563","Cell3563","Batch1","Group7",39475.5079662018
"Cell3564","Cell3564","Batch1","Group2",55086.3071795886
"Cell3565","Cell3565","Batch1","Group2",45987.2088290796
"Cell3566","Cell3566","Batch1","Group4",58103.9238397701
